Material,Billing Doc.,Item,SALES OFFICE CODE,EXT MAT GROUP,MatGroup3,Star Rating,Segment,Star Rating.1,Stor. Location,SALES OFFICE CODE.1,SBU,Year,Month,Week,Billing Date,Customer,Material.1,Billing Quantity ODU,Billing Quantity IDU,Tonnage,Dealer Name,Tonnage.1
RKM35UV16W,2237005921,20,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"MR.Dinesh Babu Pilli ,",RKM35UV16W,1,0,1,CHILL AIR ENGINEERING,1
RKM50UV16V,2233030212,60,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,COLD AIR CONDITIONING PVT LTD,RKM50UV16V,1,0,1.5,COLD AIR CONDITIONING PVT LTD,1.5
RKL60UV16U,2233030212,120,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,COLD AIR CONDITIONING PVT LTD,RKL60UV16U,2,0,1.8,COLD AIR CONDITIONING PVT LTD,1.8
RKM35UV16W,2233030221,40,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,COLD AIR CONDITIONING PVT LTD,RKM35UV16W,1,0,1,COLD AIR CONDITIONING PVT LTD,1
RKL50UV16V3,2233030221,100,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,COLD AIR CONDITIONING PVT LTD,RKL50UV16V3,2,0,1.5,COLD AIR CONDITIONING PVT LTD,1.5
RKL35UV16W,2233030221,140,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,COLD AIR CONDITIONING PVT LTD,RKL35UV16W,2,0,1,COLD AIR CONDITIONING PVT LTD,1
RKM60UV16U,2236025464,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,COMFORT COOL SYSTEMS,RKM60UV16U,1,0,1.8,COMFORT COOL SYSTEMS,1.8
RKM60UV16U,2236025464,40,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,COMFORT COOL SYSTEMS,RKM60UV16U,1,0,1.8,COMFORT COOL SYSTEMS,1.8
RKR50UV16U,2236025465,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,COMFORT COOL SYSTEMS,RKR50UV16U,1,0,1.5,COMFORT COOL SYSTEMS,1.5
RKR50UV16U,2236025465,40,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,COMFORT COOL SYSTEMS,RKR50UV16U,1,0,1.5,COMFORT COOL SYSTEMS,1.5
RKM50UV16V,2236025465,60,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,COMFORT COOL SYSTEMS,RKM50UV16V,1,0,1.5,COMFORT COOL SYSTEMS,1.5
RKM50UV16U,2236500311,60,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,COMFORT COOL SYSTEMS,RKM50UV16U,-7,0,1.5,COMFORT COOL SYSTEMS,1.5
RKM50UV16V,2233030188,160,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PVT LTD,RKM50UV16V,13,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030189,160,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,7,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030190,160,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,8,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030191,300,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,5,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030192,280,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PVT LTD,RKM50UV16V,4,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030193,300,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,4,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030194,300,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,4,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030195,260,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,4,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030196,220,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,1,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030197,220,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,1,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030198,220,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,2,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM50UV16V,2233030199,220,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,2,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKL35UV16W,2236500308,20,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,"Infiniti Retail Limited,",RKL35UV16W,-4,0,1,INFINITI RETAIL LIMITED,1
RKM50UV16V,2237005910,20,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"MR.SAI AKASH,",RKM50UV16V,1,0,1.5,KIM COOLS PROJECTS INDIA PVT LTD,1.5
RKL50UV16V3,2233030205,140,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,M/S. Sathya Agencies (P) Ltd.,RKL50UV16V3,75,0,1.5,M/S. SATHYA AGENCIES (P) LTD.,1.5
RKL50UV16V3,2233030206,140,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,M/S. Sathya Agencies (P) Ltd.,RKL50UV16V3,75,0,1.5,M/S. SATHYA AGENCIES (P) LTD.,1.5
RKL60UV16U,2233030208,160,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,M/S. Sathya Agencies (P) Ltd.,RKL60UV16U,10,0,1.8,M/S. SATHYA AGENCIES (P) LTD.,1.8
RKL60UV16U,2233030209,100,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,M/S. Sathya Agencies (P) Ltd.,RKL60UV16U,10,0,1.8,M/S. SATHYA AGENCIES (P) LTD.,1.8
RKY50UV16V3,2233030204,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,POORVIKA MOBILES PVT LTD,RKY50UV16V3,35,0,1.5,POORVIKA MOBILES PVT LTD,1.5
RL50UV16U2,2233030204,40,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,POORVIKA MOBILES PVT LTD,RL50UV16U2,15,0,1.5,POORVIKA MOBILES PVT LTD,1.5
RKM60UV16U,2236025469,40,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,Rathan Air Conditioners,RKM60UV16U,1,0,1.8,RATHAN AIR CONDITIONERS,1.8
RKL35UV16W,2236500309,100,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,RELIANCE RETAIL LIMITED,RKL35UV16W,-1,0,1,RELIANCE RETAIL LIMITED,1
RKL50UV16V3,2236500312,140,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,RELIANCE RETAIL LIMITED,RKL50UV16V3,-6,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKL35UV16W,2236500313,100,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,RELIANCE RETAIL LIMITED,RKL35UV16W,-3,0,1,RELIANCE RETAIL LIMITED,1
RKM50UV16V,2237005920,20,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"KS Chandrasekhar,",RKM50UV16V,1,0,1.5,S M COOL SOLUTIONS,1.5
RKM50UV16V,2237005922,20,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"MR. S. Veeranjaneyulu,",RKM50UV16V,1,0,1.5,S M COOL SOLUTIONS,1.5
RKL50UV16V3,2237005911,20,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,Sree Durga Marketing,RKL50UV16V3,13,0,1.5,SREE DURGA MARKETING,1.5
RKM50UV16V,2237005911,40,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,Sree Durga Marketing,RKM50UV16V,4,0,1.5,SREE DURGA MARKETING,1.5
RKM50UV16V,2237005912,40,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"SREE DURGA MARKETING,",RKM50UV16V,2,0,1.5,SREE DURGA MARKETING,1.5
RKL50UV16V3,2237005913,20,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"SREE DURGA MARKETING,",RKL50UV16V3,3,0,1.5,SREE DURGA MARKETING,1.5
RKM50UV16V,2237005913,40,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"SREE DURGA MARKETING,",RKM50UV16V,2,0,1.5,SREE DURGA MARKETING,1.5
RKL50UV16V3,2237005914,20,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"SREE DURGA MARKETING,",RKL50UV16V3,5,0,1.5,SREE DURGA MARKETING,1.5
RKM50UV16V,2237005914,40,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"SREE DURGA MARKETING,",RKM50UV16V,6,0,1.5,SREE DURGA MARKETING,1.5
RKM50UV16V,2237005915,40,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,31/03/2023,"SREE DURGA MARKETING,",RKM50UV16V,2,0,1.5,SREE DURGA MARKETING,1.5
RKL71UV16T,2236025463,20,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,Bhumireddy Narasimha reddy,RKL71UV16T,1,0,2.2,SRI LAXMI NARASIMHA HVAC SYSTEMS,2.2
RKL50UV16V3,2236025467,20,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,Raghukiran Chilukuri,RKL50UV16V3,1,0,1.5,SRI LAXMI NARASIMHA HVAC SYSTEMS,1.5
RKM50UV16V,2236025470,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,Syed Afroz Ali,RKM50UV16V,1,0,1.5,SRI LAXMI NARASIMHA HVAC SYSTEMS,1.5
RKL50UV16V3,2236025460,100,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,SUNIL ENGINEERING AND SYSTEMS,RKL50UV16V3,3,0,1.5,SUNIL ENGINEERING AND SYSTEMS,1.5
RL50UV16U2,2236025462,40,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,SUNIL ENGINEERING AND SYSTEMS,RL50UV16U2,4,0,1.5,SUNIL ENGINEERING AND SYSTEMS,1.5
RL35UV16W1,2236025468,20,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,SUNIL ENGINEERING AND SYSTEMS,RL35UV16W1,1,0,1,SUNIL ENGINEERING AND SYSTEMS,1
RKM50UV16V,2236025468,180,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,SUNIL ENGINEERING AND SYSTEMS,RKM50UV16V,3,0,1.5,SUNIL ENGINEERING AND SYSTEMS,1.5
RL35UV16W1,2236025468,200,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,SUNIL ENGINEERING AND SYSTEMS,RL35UV16W1,4,0,1,SUNIL ENGINEERING AND SYSTEMS,1
RL50UV16V2,2233030214,20,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL50UV16V2,60,0,1.5,VASANTH & CO,1.5
RL50UV16V2,2233030215,20,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL50UV16V2,20,0,1.5,VASANTH & CO,1.5
RL50UV16U2,2233030216,140,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL50UV16U2,50,0,1.5,VASANTH & CO,1.5
RKM50UV16V,2233030217,40,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RKM50UV16V,15,0,1.5,VASANTH & CO,1.5
RKL60UV16U,2233030217,120,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RKL60UV16U,10,0,1.8,VASANTH & CO,1.8
RL50UV16U2,2233030217,150,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL50UV16U2,20,0,1.5,VASANTH & CO,1.5
RL50UV16U2,2233030218,40,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL50UV16U2,10,0,1.5,VASANTH & CO,1.5
RKY50UV16V3,2233030218,100,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RKY50UV16V3,5,0,1.5,VASANTH & CO,1.5
RKM50UV16V,2233030218,120,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RKM50UV16V,2,0,1.5,VASANTH & CO,1.5
RKL60UV16U,2233030219,140,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RKL60UV16U,15,0,1.8,VASANTH & CO,1.8
RL50UV16V2,2233030220,130,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL50UV16V2,50,0,1.5,VASANTH & CO,1.5
RL35UV16W1,2236025466,80,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL35UV16W1,30,0,1,VASANTH & CO,1
RL35UV16W1,2236025472,60,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RL35UV16W1,20,0,1,VASANTH & CO,1
RKL50UV16V3,2237005918,120,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RKL50UV16V3,100,0,1.5,VASANTH & CO,1.5
RKL50UV16V3,2237005919,120,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,31/03/2023,VASANTH & CO,RKL50UV16V3,100,0,1.5,VASANTH & CO,1.5
RKM35UV16W,2236500310,100,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,31/03/2023,Aravind,RKM35UV16W,-20,0,1,VIJAY SALES (INDIA) PRIVATE LIMITED,1
RKL35UV16W,2232008664,20,COK,RA-ODU,RA,I3S,Inverter,3 Star,1030,COK,RA,22-23,12) Mar,Wk 4,30/03/2023,3G Mobile World,RKL35UV16W,3,0,1,3G MOBILE WORLD,1
RKL50UV16V3,2229014537,40,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,AEROGEM SALES AND SERVICE,RKL50UV16V3,20,0,1.5,AEROGEM SALES AND SERVICE,1.5
RKM50UV16V,2236025398,120,BLR,RA-ODU,RA,I5S,Inverter,5 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,AEROGEM SALES AND SERVICE,RKM50UV16V,10,0,1.5,AEROGEM SALES AND SERVICE,1.5
RE60UV16U2,2237005872,20,SBD1,RA-ODU,RA,N1S,Non Inv,1 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,30/03/2023,Air 'N' Gas Controls,RE60UV16U2,7,0,1.8,AIR 'N' GAS CONTROLS,1.8
RKL50UV16V3,2233030048,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Air Control Systems,RKL50UV16V3,54,0,1.5,AIR CONTROL SYSTEMS,1.5
RKL50UV16V3,2233030049,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Air Control Systems,RKL50UV16V3,54,0,1.5,AIR CONTROL SYSTEMS,1.5
RKL50UV16V3,2233030050,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Air Control Systems,RKL50UV16V3,56,0,1.5,AIR CONTROL SYSTEMS,1.5
RKM50UV16V,2236025372,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,30/03/2023,Air Tech Cooling Services,RKM50UV16V,1,0,1.5,AIR TECH COOLING SERVICES,1.5
RKM50UV16V,2236025372,40,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,30/03/2023,Air Tech Cooling Services,RKM50UV16V,1,0,1.5,AIR TECH COOLING SERVICES,1.5
RKM50UV16V,2236025372,60,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,30/03/2023,Air Tech Cooling Services,RKM50UV16V,1,0,1.5,AIR TECH COOLING SERVICES,1.5
RKM50UV16V,2236025372,80,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,30/03/2023,Air Tech Cooling Services,RKM50UV16V,1,0,1.5,AIR TECH COOLING SERVICES,1.5
RKR35UV16W,2232500079,20,COK,RA-ODU,RA,I5S,Inverter,5 Star,1030,COK,RA,22-23,12) Mar,Wk 4,30/03/2023,AIRCON PLAZA,RKR35UV16W,-1,0,1,AIRCON PLAZA,1
RKM60UV16U,2208062115,20,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Mahindra Hoildays Resorts,RKM60UV16U,1,0,1.8,APPLE AIR SYSTEM PVT. LTD.,1.8
RKM60UV16U,2227060583,80,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Mahindra Holidays & Resorts India Pvt Lt,RKM60UV16U,10,0,1.8,APPLE AIR SYSTEM PVT. LTD.,1.8
RKM60UV16U,2230002883,20,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Mahindra Holidays & Resorts India Pvt Lt,RKM60UV16U,5,0,1.8,APPLE AIR SYSTEM PVT. LTD.,1.8
RKM50UV16V,2230002883,40,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Mahindra Holidays & Resorts India Pvt Lt,RKM50UV16V,2,0,1.5,APPLE AIR SYSTEM PVT. LTD.,1.5
RKL60UV16U,2237005841,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Chettinad Cement Corporation Pvt Ltd,RKL60UV16U,6,0,1.8,APPLE AIR SYSTEM PVT. LTD.,1.8
RKL50UV16V3,2229014535,40,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,BATTERY POWER SOLUTION,RKL50UV16V3,18,0,1.5,BATTERY POWER SOLUTION,1.5
RKL60UV16U,2229014536,60,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,BATTERY POWER SOLUTION,RKL60UV16U,4,0,1.8,BATTERY POWER SOLUTION,1.8
RKL50UV16V3,2236025400,80,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,Casagrand private Limited,RKL50UV16V3,6,0,1.5,BLUE SKY AIRCONDITIONING,1.5
RKM50UV16V,2237005833,20,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,30/03/2023,"MR. Leela Durgeswer Rao,",RKM50UV16V,1,0,1.5,CHILL AIR ENGINEERING,1.5
RKL50UV16V,2229014591,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,Coastal Breeze,RKL50UV16V,15,0,1.5,COASTAL BREEZE,1.5
RKL60UV16U,2229014563,60,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,COASTAL BREEZE HVAC SYSTEM,RKL60UV16U,5,0,1.8,COASTAL BREEZE HVAC SYSTEM,1.8
RKL35UV16W,2237005839,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,COASTAL BREEZE HVAC SYSTEM,RKL35UV16W,5,0,1,COASTAL BREEZE HVAC SYSTEM,1
RKL50UV16V3,2237005839,40,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,COASTAL BREEZE HVAC SYSTEM,RKL50UV16V3,5,0,1.5,COASTAL BREEZE HVAC SYSTEM,1.5
RKM35UV16W,2237005839,100,BLR,RA-ODU,RA,I5S,Inverter,5 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,COASTAL BREEZE HVAC SYSTEM,RKM35UV16W,5,0,1,COASTAL BREEZE HVAC SYSTEM,1
RKM50UV16V,2237005839,140,BLR,RA-ODU,RA,I5S,Inverter,5 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,COASTAL BREEZE HVAC SYSTEM,RKM50UV16V,5,0,1.5,COASTAL BREEZE HVAC SYSTEM,1.5
RL28UV16W1,2232008623,20,COK,RA-ODU,RA,N3S,Non Inv,3 Star,1030,COK,RA,22-23,12) Mar,Wk 4,30/03/2023,Cool Stars,RL28UV16W1,1,0,0.8,COOL STARS,0.8
RKL50UV16V3,2237005870,40,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,22-23,12) Mar,Wk 4,30/03/2023,"Mr Rama Raju,",RKL50UV16V3,1,0,1.5,COOL TECH ENTERPRISES AND SERVICES,1.5
RKM50UV16V,2233029954,160,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,22-23,12) Mar,Wk 4,30/03/2023,DARLING DIGITAL WORLD PRIVATE LIMITED,RKM50UV16V,2,0,1.5,DARLING DIGITAL WORLD PRIVATE LIMIT,1.5
RKM35UV16W,2237005840,140,BLR,RA-ODU,RA,I5S,Inverter,5 Star,1030,BLR,RA,22-23,12) Mar,Wk 4,30/03/2023,M/s.Devi International,RKM35UV16W,5,0,1,DEVI INTERNATIONAL,1
RKR50UV16U,2236025334,40,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,30/03/2023,Electronics Mart India Ltd,RKR50UV16U,50,0,1.5,ELECTRONICS MART INDIA LIMITED,1.5
RKR50UV16U,2236025335,40,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,30/03/2023,Electronics Mart India Ltd,RKR50UV16U,50,0,1.5,ELECTRONICS MART INDIA LIMITED,1.5
RKL35UV16W,2236025336,20,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,22-23,12) Mar,Wk 4,30/03/2023,Electronics Mart India Ltd,RKL35UV16W,20,0,1,ELECTRONICS MART INDIA LIMITED,1
